"SubjectId" "Label" "BodyAccMagMean" "BodyAccMagStd" "GravityAccMagMean" "GravityAccMagStd" "BodyAccJerkMagMean" "BodyAccJerkMagStd" "BodyGyroMagMean" "BodyGyroMagStd" "BodyGyroJerkMagMean" "BodyGyroJerkMagStd" "BodyAccMagMean" "BodyAccMagStd" "BodyAccJerkMagMean" "BodyAccJerkMagStd" "BodyGyroMagMean" "BodyGyroMagStd" "BodyGyroJerkMagMean" "BodyGyroJerkMagStd"
5 "LAYING" -0.966777882884615 -0.958612786346154 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138
5 "SITTING" -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454546 -0.973848287045454 -0.970392610454546 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454546 -0.973848287045454 -0.970392610454546
5 "STANDING" -0.906104701071429 -0.87977380125 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678572 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678572 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429
5 "WALKING" -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625
5 "WALKING_DOWNSTAIRS" 0.211138853638298 0.205422375957447 0.211138853638298 0.205422375957447 -0.0637528559361702 -0.0292570509829787 -0.218029835319149 -0.360678305253192 -0.39719562106383 -0.450303212340425 0.211138853638298 0.205422375957447 -0.0637528559361702 -0.0292570509829787 -0.218029835319149 -0.360678305253192 -0.39719562106383 -0.450303212340425
5 "WALKING_UPSTAIRS" 0.0435562021989362 -0.136736383765957 0.0435562021989362 -0.136736383765957 -0.247403476914894 -0.310186545957447 -0.235516929306383 -0.354687870212766 -0.47348816787234 -0.557988065531915 0.0435562021989362 -0.136736383765957 -0.247403476914894 -0.310186545957447 -0.235516929306383 -0.354687870212766 -0.47348816787234 -0.557988065531915
6 "LAYING" -0.918878850824561 -0.897326245964912 -0.918878850824561 -0.897326245964912 -0.954750504912281 -0.950341934385965 -0.908980174736842 -0.920914497017544 -0.955645738245614 -0.953157001578947 -0.918878850824561 -0.897326245964912 -0.954750504912281 -0.950341934385965 -0.908980174736842 -0.920914497017544 -0.955645738245614 -0.953157001578947
6 "SITTING" -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182
6 "STANDING" -0.945022876491228 -0.939310249649123 -0.945022876491228 -0.939310249649123 -0.967102436140351 -0.956099145964912 -0.939404744385965 -0.915891572982456 -0.963406222982456 -0.952536233859649 -0.945022876491228 -0.939310249649123 -0.967102436140351 -0.956099145964912 -0.939404744385965 -0.915891572982456 -0.963406222982456 -0.952536233859649
6 "WALKING" -0.166840713631579 -0.266734167368421 -0.166840713631579 -0.266734167368421 -0.195117026052632 -0.0706029648421053 -0.281207841122807 -0.36560291677193 -0.321290483140351 -0.364708342315789 -0.166840713631579 -0.266734167368421 -0.195117026052632 -0.0706029648421053 -0.281207841122807 -0.36560291677193 -0.321290483140351 -0.364708342315789
6 "WALKING_DOWNSTAIRS" 0.333754731458333 0.373611914166667 0.333754731458333 0.373611914166667 0.10384507225 0.209502174375 0.0142677821595833 -0.0426276750979167 -0.0829366854166667 -0.111228416159583 0.333754731458333 0.373611914166667 0.10384507225 0.209502174375 0.0142677821595833 -0.0426276750979167 -0.0829366854166667 -0.111228416159583
6 "WALKING_UPSTAIRS" 0.0177790974433333 -0.0791508842176471 0.0177790974433333 -0.0791508842176471 -0.207379799254902 -0.169970363039216 -0.12912124415098 -0.199893710196078 -0.342895367921569 -0.440079851313726 0.0177790974433333 -0.0791508842176471 -0.207379799254902 -0.169970363039216 -0.12912124415098 -0.199893710196078 -0.342895367921569 -0.440079851313726
7 "LAYING" -0.936392023846154 -0.907039513153846 -0.936392023846154 -0.907039513153846 -0.980127239615385 -0.967310932307692 -0.915793634807692 -0.918662459038462 -0.983008829038462 -0.971205137884615 -0.936392023846154 -0.907039513153846 -0.980127239615385 -0.967310932307692 -0.915793634807692 -0.918662459038462 -0.983008829038462 -0.971205137884615
7 "SITTING" -0.918432107083333 -0.881957619770833 -0.918432107083333 -0.881957619770833 -0.976559676458333 -0.970243274166667 -0.897870535 -0.898063314375 -0.981665122291667 -0.976214430208333 -0.918432107083333 -0.881957619770833 -0.976559676458333 -0.970243274166667 -0.897870535 -0.898063314375 -0.981665122291667 -0.976214430208333
7 "STANDING" -0.942724659245283 -0.933590156792453 -0.942724659245283 -0.933590156792453 -0.973381306226415 -0.968566356037736 -0.943425564528302 -0.918438958867924 -0.977377083018868 -0.97210793 -0.942724659245283 -0.933590156792453 -0.973381306226415 -0.968566356037736 -0.943425564528302 -0.918438958867924 -0.977377083018868 -0.97210793
7 "WALKING" -0.0978090439438597 -0.198554708385965 -0.0978090439438597 -0.198554708385965 -0.192948900438596 -0.027557329277193 -0.305959351403509 -0.19828316695614 -0.300022779964912 -0.0953401161070176 -0.0978090439438597 -0.198554708385965 -0.192948900438596 -0.027557329277193 -0.305959351403509 -0.19828316695614 -0.300022779964912 -0.0953401161070176
7 "WALKING_DOWNSTAIRS" 0.0198795285851064 0.214544028088723 0.0198795285851064 0.214544028088723 -0.170319619372979 0.0901836280510638 -0.18874081887234 -0.259751603446809 -0.399229959148936 -0.29477867693617 0.0198795285851064 0.214544028088723 -0.170319619372979 0.0901836280510638 -0.18874081887234 -0.259751603446809 -0.399229959148936 -0.29477867693617
7 "WALKING_UPSTAIRS" -0.198074437978431 -0.33474460745098 -0.198074437978431 -0.33474460745098 -0.458695232352941 -0.471265710980392 -0.239099165627451 -0.418144852156863 -0.661969771960784 -0.67642807254902 -0.198074437978431 -0.33474460745098 -0.458695232352941 -0.471265710980392 -0.239099165627451 -0.418144852156863 -0.661969771960784 -0.67642807254902
8 "LAYING" -0.935308633888889 -0.91325033 -0.935308633888889 -0.91325033 -0.97314748962963 -0.962954517222222 -0.924253348518518 -0.932470764444444 -0.978438191296296 -0.969029111666667 -0.935308633888889 -0.91325033 -0.97314748962963 -0.962954517222222 -0.924253348518518 -0.932470764444444 -0.978438191296296 -0.969029111666667
8 "SITTING" -0.952139704347826 -0.929943615630435 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.93268224326087 -0.953001632173913 -0.991807428043478 -0.986756670869565 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.93268224326087 -0.953001632173913 -0.991807428043478 -0.986756670869565
8 "STANDING" -0.953762884074074 -0.937187185222222 -0.953762884074074 -0.937187185222222 -0.984920797777778 -0.979932239074074 -0.952848496851852 -0.95322478962963 -0.987580587777778 -0.982460332222222 -0.953762884074074 -0.937187185222222 -0.984920797777778 -0.979932239074074 -0.952848496851852 -0.95322478962963 -0.987580587777778 -0.982460332222222
8 "WALKING" 0.0516786278104167 -0.1804072826 0.0516786278104167 -0.1804072826 -0.0668322430433333 -0.184571053979167 -0.00310243820125 -0.238746703958333 -0.339129269583333 -0.502957255416667 0.0516786278104167 -0.1804072826 -0.0668322430433333 -0.184571053979167 -0.00310243820125 -0.238746703958333 -0.339129269583333 -0.502957255416667
8 "WALKING_DOWNSTAIRS" 0.176599311818421 0.131337867236842 0.176599311818421 0.131337867236842 0.262628490268421 0.2534082561 0.0993429744078947 -0.0466291872078947 -0.126189142894737 -0.157484866842105 0.176599311818421 0.131337867236842 0.262628490268421 0.2534082561 0.0993429744078947 -0.0466291872078947 -0.126189142894737 -0.157484866842105
8 "WALKING_UPSTAIRS" 0.121026629195122 -0.227200254219512 0.121026629195122 -0.227200254219512 -0.141494613465854 -0.228296364146341 0.166447991 -0.109327923829268 -0.400664014146342 -0.493975031707317 0.121026629195122 -0.227200254219512 -0.141494613465854 -0.228296364146341 0.166447991 -0.109327923829268 -0.400664014146342 -0.493975031707317
9 "LAYING" -0.9308684376 -0.91512680016 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598
9 "SITTING" -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734
9 "STANDING" -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889
9 "WALKING" -0.0980840496143462 -0.37942877 -0.0980840496143462 -0.37942877 -0.203733615519231 -0.317113487115385 -0.294542266826923 -0.489725811538462 -0.510253995769231 -0.599866472692308 -0.0980840496143462 -0.37942877 -0.203733615519231 -0.317113487115385 -0.294542266826923 -0.489725811538462 -0.510253995769231 -0.599866472692308
9 "WALKING_DOWNSTAIRS" 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095
9 "WALKING_UPSTAIRS" -0.260727581428571 -0.400222037142857 -0.260727581428571 -0.400222037142857 -0.440667540204082 -0.445485397959184 -0.0833234490061225 -0.425839761428571 -0.672840561836735 -0.748651255510204 -0.260727581428571 -0.400222037142857 -0.440667540204082 -0.445485397959184 -0.0833234490061225 -0.425839761428571 -0.672840561836735 -0.748651255510204
10 "LAYING" -0.956781819655172 -0.940301654482759 -0.956781819655172 -0.940301654482759 -0.976234435172414 -0.967556980689655 -0.937590998793103 -0.927471165517241 -0.970830848965517 -0.959632931551724 -0.956781819655172 -0.940301654482759 -0.976234435172414 -0.967556980689655 -0.937590998793103 -0.927471165517241 -0.970830848965517 -0.959632931551724
10 "SITTING" -0.96075719962963 -0.939669591481481 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.944202043703704 -0.963064577592593 -0.993707487592593 -0.991696196481482 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.944202043703704 -0.963064577592593 -0.993707487592593 -0.991696196481482
10 "STANDING" -0.951988907954545 -0.937264537954546 -0.951988907954545 -0.937264537954546 -0.965163818409091 -0.952058214545454 -0.929787259772727 -0.920486810227273 -0.971637661590909 -0.964409410454546 -0.951988907954545 -0.937264537954546 -0.965163818409091 -0.952058214545454 -0.929787259772727 -0.920486810227273 -0.971637661590909 -0.964409410454546
10 "WALKING" -0.127400912069811 -0.185602396067925 -0.127400912069811 -0.185602396067925 -0.132624992298283 0.037608338009434 -0.156458730358491 -0.402025135660377 -0.440363636603774 -0.501027916603774 -0.127400912069811 -0.185602396067925 -0.132624992298283 0.037608338009434 -0.156458730358491 -0.402025135660377 -0.440363636603774 -0.501027916603774
10 "WALKING_DOWNSTAIRS" 0.250843769394737 0.156998205421053 0.250843769394737 0.156998205421053 0.0507010228431579 0.110877231263158 -0.0238468037578947 -0.280382850552632 -0.401854311315789 -0.49410575631579 0.250843769394737 0.156998205421053 0.0507010228431579 0.110877231263158 -0.0238468037578947 -0.280382850552632 -0.401854311315789 -0.49410575631579
10 "WALKING_UPSTAIRS" -0.0266623294757447 -0.211537480214383 -0.0266623294757447 -0.211537480214383 -0.262038042446809 -0.226010197889362 0.0438573846851064 -0.113062673542979 -0.523462968510638 -0.618272355319149 -0.0266623294757447 -0.211537480214383 -0.262038042446809 -0.226010197889362 0.0438573846851064 -0.113062673542979 -0.523462968510638 -0.618272355319149
11 "LAYING" -0.980621180175439 -0.972891829473684 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.952523752105263 -0.954713182807018 -0.990641248245614 -0.984476476666667 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.952523752105263 -0.954713182807018 -0.990641248245614 -0.984476476666667
11 "SITTING" -0.961970763773585 -0.944581826415094 -0.961970763773585 -0.944581826415094 -0.97935563509434 -0.974511726792453 -0.951884472075472 -0.959964488301887 -0.989519031132076 -0.986256664716981 -0.961970763773585 -0.944581826415094 -0.97935563509434 -0.974511726792453 -0.951884472075472 -0.959964488301887 -0.989519031132076 -0.986256664716981
11 "STANDING" -0.984853836595745 -0.98030536893617 -0.984853836595745 -0.98030536893617 -0.989242377234043 -0.988853960638298 -0.979978011489362 -0.977071437446809 -0.993428183617021 -0.992579166595745 -0.984853836595745 -0.98030536893617 -0.989242377234043 -0.988853960638298 -0.979978011489362 -0.977071437446809 -0.993428183617021 -0.992579166595745
11 "WALKING" -0.288323472033898 -0.487735915084746 -0.288323472033898 -0.487735915084746 -0.402333202033898 -0.403141284745763 -0.421801673559322 -0.558362783220339 -0.63073270559322 -0.753671416101695 -0.288323472033898 -0.487735915084746 -0.402333202033898 -0.403141284745763 -0.421801673559322 -0.558362783220339 -0.63073270559322 -0.753671416101695
11 "WALKING_DOWNSTAIRS" 0.126227657258696 0.0507743652521739 0.126227657258696 0.0507743652521739 -0.198206139934783 -0.127017223413043 -0.19788336026087 -0.339349828493478 -0.599294760652174 -0.677750588478261 0.126227657258696 0.0507743652521739 -0.198206139934783 -0.127017223413043 -0.19788336026087 -0.339349828493478 -0.599294760652174 -0.677750588478261
11 "WALKING_UPSTAIRS" -0.132594623759259 -0.289592148148148 -0.132594623759259 -0.289592148148148 -0.509587701296296 -0.490485807222222 -0.255048336944444 -0.377909862407407 -0.757314813888889 -0.80112703962963 -0.132594623759259 -0.289592148148148 -0.509587701296296 -0.490485807222222 -0.255048336944444 -0.377909862407407 -0.757314813888889 -0.80112703962963
12 "LAYING" -0.9482046755 -0.936542686833333 -0.9482046755 -0.936542686833333 -0.969843834166667 -0.962580915166667 -0.9308405935 -0.935725715833333 -0.971067768833333 -0.962012018333333 -0.9482046755 -0.936542686833333 -0.969843834166667 -0.962580915166667 -0.9308405935 -0.935725715833333 -0.971067768833333 -0.962012018333333
12 "SITTING" -0.952176621372549 -0.947517100196078 -0.952176621372549 -0.947517100196078 -0.974734489803922 -0.972745892745098 -0.941907240784314 -0.946769241568628 -0.980392337647059 -0.978260535882353 -0.952176621372549 -0.947517100196078 -0.974734489803922 -0.972745892745098 -0.941907240784314 -0.946769241568628 -0.980392337647059 -0.978260535882353
12 "STANDING" -0.941459935081967 -0.935232945245902 -0.941459935081967 -0.935232945245902 -0.968790683278689 -0.962678857213115 -0.888101372786885 -0.852271618032787 -0.969289973606557 -0.961923171967213 -0.941459935081967 -0.935232945245902 -0.968790683278689 -0.962678857213115 -0.888101372786885 -0.852271618032787 -0.969289973606557 -0.961923171967213
12 "WALKING" -0.102204550448 -0.23697286882 -0.102204550448 -0.23697286882 -0.144064922688 -0.02028505044 -0.35593036512 -0.4132083408 -0.5174937754 -0.5488904506 -0.102204550448 -0.23697286882 -0.144064922688 -0.02028505044 -0.35593036512 -0.4132083408 -0.5174937754 -0.5488904506
12 "WALKING_DOWNSTAIRS" 0.0183139429630435 0.0972608274652174 0.0183139429630435 0.0972608274652174 -0.107091019565217 0.0655781271934783 -0.213351510686957 -0.32045862629 -0.442831079130435 -0.452449935 0.0183139429630435 0.0972608274652174 -0.107091019565217 0.0655781271934783 -0.213351510686957 -0.32045862629 -0.442831079130435 -0.452449935
12 "WALKING_UPSTAIRS" -0.229183927115385 -0.285844036153846 -0.229183927115385 -0.285844036153846 -0.432469300961538 -0.329827968269231 -0.316561585961538 -0.525686949063461 -0.674972132307692 -0.713406712307692 -0.229183927115385 -0.285844036153846 -0.432469300961538 -0.329827968269231 -0.316561585961538 -0.525686949063461 -0.674972132307692 -0.713406712307692
13 "LAYING" -0.960517768225806 -0.947944746612903 -0.960517768225806 -0.947944746612903 -0.985467853870968 -0.980066243387097 -0.944303111935484 -0.944687480967742 -0.98544626483871 -0.975113305645161 -0.960517768225806 -0.947944746612903 -0.985467853870968 -0.980066243387097 -0.944303111935484 -0.944687480967742 -0.98544626483871 -0.975113305645161
13 "SITTING" -0.957690563673469 -0.937935738571429 -0.957690563673469 -0.937935738571429 -0.989497838979592 -0.988813098163265 -0.951142644081633 -0.963940591428571 -0.992604304489796 -0.991414934897959 -0.957690563673469 -0.937935738571429 -0.989497838979592 -0.988813098163265 -0.951142644081633 -0.963940591428571 -0.992604304489796 -0.991414934897959
13 "STANDING" -0.971564243157895 -0.968519673859649 -0.971564243157895 -0.968519673859649 -0.98680002754386 -0.981865616666667 -0.95782537245614 -0.944980198421053 -0.983637634912281 -0.976197659649123 -0.971564243157895 -0.968519673859649 -0.98680002754386 -0.981865616666667 -0.95782537245614 -0.944980198421053 -0.983637634912281 -0.976197659649123
13 "WALKING" -0.135643867842105 -0.292546377017544 -0.135643867842105 -0.292546377017544 -0.133205034736842 -0.131788528797719 -0.218669558421053 -0.253240071964912 -0.303508210175439 -0.322118379807018 -0.135643867842105 -0.292546377017544 -0.133205034736842 -0.131788528797719 -0.218669558421053 -0.253240071964912 -0.303508210175439 -0.322118379807018
13 "WALKING_DOWNSTAIRS" -0.0294634299553191 -0.0156098198829787 -0.0294634299553191 -0.0156098198829787 -0.127926051502128 -0.0433959844 -0.102114480531915 -0.236762631468085 -0.323552439276596 -0.27649151037234 -0.0294634299553191 -0.0156098198829787 -0.127926051502128 -0.0433959844 -0.102114480531915 -0.236762631468085 -0.323552439276596 -0.27649151037234
13 "WALKING_UPSTAIRS" -0.10115350174 -0.326339622181818 -0.10115350174 -0.326339622181818 -0.456190454 -0.451225931090909 -0.237182958116364 -0.415658606181818 -0.631964902181818 -0.669216383090909 -0.10115350174 -0.326339622181818 -0.456190454 -0.451225931090909 -0.237182958116364 -0.415658606181818 -0.631964902181818 -0.669216383090909
14 "LAYING" -0.905978250196078 -0.856593119215686 -0.905978250196078 -0.856593119215686 -0.972576392941176 -0.966450909019608 -0.904665418431373 -0.913433185882353 -0.975621183137255 -0.964009921960784 -0.905978250196078 -0.856593119215686 -0.972576392941176 -0.966450909019608 -0.904665418431373 -0.913433185882353 -0.975621183137255 -0.964009921960784
